"","condition_LL30_vs_ctl"
"ARG2",1.49216239374686
"PSF2",-0.138071990300635
"RRP6",-2.13387501469605
"REI1",-2.06889266073175
"GPI7",0.4382677643211
"GPT1",0.384114482614907
"TRY2",-0.816618961797177
"CAALFM_C105100WA",-0.32087130374377
"ARO4",-0.2823380141324
"CAALFM_C105120WA",0.682248784948064
"BRG1",3.78525523011148
"CAALFM_C105150CA",3.01989445033052
"CAALFM_C105160CA",2.44403342496397
"CUE5",2.75892793562828
"CAALFM_C105180CA",-0.473808262091341
"CAALFM_C105190CA",-0.387999871782047
"CAALFM_C105200CA",-0.19801989048403
"CAALFM_C105210CA",-1.48886668740114
"CAALFM_C105220CA",-1.9237692024831
"CAALFM_C105230WA",-1.71326159970369
"RPT1",0.341301515804476
"CAALFM_C105250WA",NA
"SDH1",0.491431120970319
"CAALFM_C105270CA",-1.04297707786966
"CAALFM_C105280WA",0.356452336029419
"GRS1",-0.199950791464897
"PRD1",4.97913844771301
"tP(UGG)1",0.309384326727738
"CAALFM_C105320CA",1.09415854297139
"CAALFM_C105330CA",-0.128254783831717
"ZCF2",-0.748493315189203
"YPT53",0.970355967019001
"CAALFM_C105360CA",-1.57231299039618
"CAALFM_C105370CA",0.161173522510708
"CAALFM_C105380CA",-1.98753609617895
"CAALFM_C105390CA",-0.107317335816765
"CAALFM_C105400CA",0.0851416027157118
"TRP99",2.68442698382385
"CAALFM_C105420WA",0.0424747909156671
"SPT20",-0.137732094060721
"CAALFM_C105440CA",2.36141749457133
"CAALFM_C105450WA",NA
"KOG1",0.633449590143535
"MTM1",-0.266061818628798
"CAALFM_C105480CA",0.473061916501252
"CAALFM_C105490CA",0.717556814859442
"RSM22",-2.23722639017988
"RPS27A",1.41003796833936
"CAALFM_C105520WA",-0.1223654783289
"SSH1",-0.386029349261186
"CAALFM_C105540CA",0.666959027383471
"CAALFM_C105550CA",-0.105538284828939
"RIB4",3.90530534114796
"tN(GUU)2",-0.0363397989737276
"tN(GUU)1",-0.71692362933017
"tT(AGU)1",0.0370022865315999
"GSL1",0.816305621939275
"CAALFM_C105610WA",-0.262509340364761
"STE3",-0.0122524469787663
"CAALFM_C105630CA",-2.76717182362361
"FAL1",-1.7415187548699
"CAALFM_C105650WA",-1.32773655387223
"CAALFM_C105660CA",-0.944586229343651
"CAALFM_C105670WA",1.3108657204331
"RIM1",0.812757197767153
"CAALFM_C105690CA",1.59077077472113
"AUT7",3.84030801271719
"UGA4",1.02574622424612
"CAALFM_C105720WA",-1.5628942794398
"CAALFM_C105730WA",-1.11505904552915
"CAALFM_C105740CA",-1.17495582589362
"CAALFM_C105750CA",0.102068592295506
"PGA26",0.60172034378469
"PRC3",2.65653336495713
"CAALFM_C105780WA",-0.470460546326817
"CAALFM_C105790WA",-0.278719701519057
"CAALFM_C105800CA",-0.247300522140592
"GIM5",-0.242255548344622
"RAD10",-0.305082091854255
"CAALFM_C105830WA",-0.625557512335806
"PRN1",-0.77763292618873
"POL32",-2.32239229234087
"PRN2",1.22753926750587
"PRN3",1.05902153934387
"PRN4",0.769219308157914
"CAALFM_C105890WA",0.208855307389805
"CAALFM_C105900WA",-0.483170410578236
"SIP5",1.80719159295565
"CAALFM_C105920WA",2.3751607313466
"CAALFM_C105930CA",-0.236030515852587
"PHO87",-2.85321064657262
"CAALFM_C105950CA",1.71999597939866
"PGA45",1.91721003903631
"CAALFM_C105970WA",2.0304035893614
"CAALFM_C105980WA",0.627916951358102
"CAALFM_C105990CA",4.54853056117316
"CAALFM_C106000WA",0.746235820933863
"CHS7",0.0941265253642905
"RGD1",0.557943956271307
"CAALFM_C106030CA",0.404197046229644
"RTT101",0.107556693101199
"CAALFM_C106050CA",-0.154112407571202
"ACP1",-0.357127438269743
"CAALFM_C106070WA",-0.858096285281171
"ARC35",1.34585558682564
"CAALFM_C106090CA",-1.21235515183052
"MSI3",-1.22189330946947
"NPL4",0.52372772475232
"CAALFM_C106120CA",1.62631348662356
"HAC1",1.82150621194647
"CAALFM_C106150WA",1.82664410903466
"CAALFM_C106160WA",2.93043670142823
"TLO34",4.70982829467704
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",0.562062123714619
"BUD16",-0.630905713170587
"CAALFM_C106220CA",0.0292681239034638
"MDM34",-0.918522244145178
"CAALFM_C106250WA",-2.45942248183754
"PGA50",0.161775815466807
"CAALFM_C106270WA",0.819525700637308
"UME6",7.34814035751247
"CAALFM_C106300WA",-0.184730642419277
"CAALFM_C106310WA",-0.442493013273636
"CAALFM_C106320WA",-0.237447404818254
"CAALFM_C106340WA",6.61056363879436
"CAALFM_C106350WA",-1.35792053931158
"CAALFM_C106360WA",-0.758181110164628
"PBR1",-0.217828871216197
"CAALFM_C106380CA",-0.774176100436733
"CAALFM_C106390WA",1.13148308469607
"CAALFM_C106400CA",-0.934885864640282
"CAALFM_C106410WA",-0.0224542734628647
"CAALFM_C106420CA",0.194722015405179
"CAALFM_C106430CA",-0.190223907170988
"CAALFM_C106440CA",-1.49919089766742
"RPS14B",-0.619788554295483
"RPS22A",-0.622121097402318
"CAALFM_C106470WA",-0.411202754744508
"CAALFM_C106480CA",1.02793848733842
"CAALFM_C106490CA",-1.46689063346388
"CAALFM_C106500WA",0.980511443142
"CAALFM_C106510CA",-0.868711611879163
"BPH1",3.77752816048187
"CAALFM_C106530CA",-0.893903481272048
"CAALFM_C106540CA",-1.35065194213117
"GLT1",3.34567830456012
"CAALFM_C106560WA",-0.186579680084994
"ANT1",0.919097328094344
"RPS23A",-0.511271670827277
"CAALFM_C106590CA",-0.368740843340255
"CAALFM_C106600WA",1.12866349873311
"HAK1",3.38254876483591
"CAALFM_C106620CA",0.488333235814819
"CAALFM_C106630WA",-2.42867766676117
"CAALFM_C106640CA",0.397388481415407
"CAALFM_C106650WA",1.18681805050896
"CAALFM_C106660WA",3.20076318289328
"CAALFM_C106670WA",0.0678020864340116
"VPS34",1.07162851113925
"CYK3",-0.601506841707685
"CAALFM_C106700WA",0.0643583202869132
"CAALFM_C106710WA",0.255067225366786
"CAALFM_C106720CA",0.621198159953723
"RAC1",0.860945543508394
"NOP6",-2.45384836138669
"CAALFM_C106750WA",0.648417500713208
"CAALFM_C106760CA",-2.12477996903104
"CAALFM_C106770WA",-0.548868858897538
"NPR1",1.18247773877307
"MRPL19",-0.939883036983163
"CAALFM_C106800WA",-0.999540537679725
"CAT1",-0.696572973134629
"CAALFM_C106820WA",-0.828936858471234
"CAALFM_C106830WA",-0.229713846455831
"CAALFM_C106840CA",-0.513563355760921
"PCL7",0.0588213408227495
"CAALFM_C106860WA",3.23053984716388
"CAALFM_C106870CA",3.73118108385806
"SPO22",-0.0937902206721009
"CAALFM_C106890CA",-0.604579813426034
"MMD1",3.64798900543547
"CAALFM_C106910CA",-0.292295892481769
"CAALFM_C106920CA",0.974131691838525
"PGA63",0.785002903301304
"ATC1",2.39890801690907
"tP(AGG)1",0.172376879577498
"SUI2",-0.927586828098698
"CAALFM_C106970CA",-1.37435084746577
"CAALFM_C106980CA",-1.57117873397074
"tL(UAA)4",-0.188483733281947
"MEF2",-2.13580112554067
"CAALFM_C107010WA",-0.521854879209933
"PUT3",-0.152291320468106
"RBT4",2.09373237734743
"CAALFM_C107040CA",4.11286961902559
"CAALFM_C107050CA",-0.164802069154692
"CAALFM_C107060CA",0.360550695800712
"DHH1",-0.819472162148409
"CAALFM_C107080WA",4.6792297677732
"CAALFM_C107090CA",-0.822685771763197
"CAALFM_C107100CA",2.10466568841656
"TAF145",-0.1208224494963
"GAP4",-0.627762166291314
"CAALFM_C107130CA",-0.911823591810291
"RIA1",-1.10778052788555
"CAALFM_C107150WA",-1.46476537428072
"CAALFM_C107160CA",0.249885298222387
"ZCF23",2.74053104806749
"CCS1",2.3129501434727
"SOG2",-0.0300906080217844
"YMC1",-0.439142659690941
"CAALFM_C107210CA",0.0852140818493016
"CAALFM_C107220WA",2.48105385650388
"PHO15",3.48726752946017
"YPD1",-0.0235481792603213
"ALG9",0.0174244870427325
"CAALFM_C107260CA",0.456248744419185
"SEC34",0.646448782792762
"CAALFM_C107280CA",0.233974279052403
"tL(AAG)2",-0.393384980609273
"CAALFM_C107320WA",-0.799849952089159
"RME1",-1.61810859657631
"CAALFM_C107340WA",-1.03548369511884
"GPX3",0.628017807084447
"CAALFM_C107360WA",-1.67874308357056
"CPH1",1.54519133293149
"KSP1",-0.0950140043754664
"CAALFM_C107390WA",0.351377534746635
"CAALFM_C107400CA",-0.20507020223577
"SKP1",1.08112888447657
"PEX3",0.405587792125403
"PHO100",0.11429871938267
"CAALFM_C107440WA",0.511463621001314
"CAALFM_C107450WA",1.17831562396752
"GPI8",0.558061754228357
"CAALFM_C107470CA",-0.492156459254148
"CAALFM_C107480CA",-0.181005620356457
"CAALFM_C107490CA",-2.99424570377871
"LHP1",-2.06426387069463
"CAALFM_C107510WA",-0.514786097035512
"IST2",1.36599337593316
"CAALFM_C107530WA",1.37521738487927
"BBC1",2.56902320887098
"SWD2",-0.752490899990598
"CAALFM_C107560WA",-0.0827254445778814
"CAALFM_C107570CA",-0.195080489184989
"PRY1",0.0426591148044241
"CAALFM_C107590CA",0.697173408895212
"ATP7",0.660086588887308
"CAALFM_C107610CA",1.92569489455106
"PIR32",1.2509999212705
"CAALFM_C107630WA",-0.651189286913692
"CAALFM_C107640CA",-0.0943872272116089
"CAALFM_C107650WA",0.685670616870689
"CAALFM_C107660WA",-3.90772944380498
"ZCF4",2.99413373339825
"HAP2",0.0149322560651105
"CAALFM_C107690CA",-1.11433331670898
"VRG4",-1.22863265765762
"ADE4",-0.812786135947344
"FGR6-3",-2.2247323592482
"CAALFM_C107780WA",1.03845268181091
"CAALFM_C107790CA",-2.09727714918639
"MTO1",-1.85989948000462
"CAALFM_C107810CA",-1.28195065521628
"CAALFM_C107820WA",-0.444559436249189
"CAALFM_C107830CA",0.241413018824476
"CAALFM_C107840WA",2.93229602416857
"CAALFM_C107850CA",-1.32252727900332
"CAALFM_C107860WA",-1.91091640941888
"SMI1",-0.00989213696585517
"GCS1",-1.05714035874548
"ADE5%2C7",-0.980715919195463
"COI1",-1.13853057218537
"MRPL3",-1.65454723376608
"CAALFM_C107920WA",0.190215894664779
"ERD1",0.372083479881559
"CAALFM_C107940WA",-1.4839593505069
"CAALFM_C107950CA",-1.59944531274017
"CAALFM_C107960WA",-1.65835733559859
"IRE1",-0.311427923712734
