"","FL.log2FoldChange","FS.log2FoldChange","LL.log2FoldChange","LS.log2FoldChange","RL.log2FoldChange","RS.log2FoldChange","SL.log2FoldChange","SS.log2FoldChange","YS.log2FoldChange"
"CAALFM_C304620CA",-0.287959004837657,-0.723963793398381,-0.698273917713081,-0.547581579379682,-0.439698983724465,-0.605639844464113,-0.156120426788698,-0.358457955155907,-0.03301628529317
"CAALFM_C304630WA",0.807712520778668,-0.110192011219503,1.87260500751169,0.174512725419348,1.04005676998117,0.243587841475528,1.12023042810926,0.751216566398101,-0.054655005345064
"ZCF31",0.619826720129722,0.237011997731004,1.24731302521575,0.271156638100928,1.07725164227928,0.332976728102126,0.538646985137222,0.0472593760169291,0.0646492149850669
"CAALFM_C304650WA",0.321750989023931,0.60906708090581,1.43186236262715,1.22208190004814,0.521671631591186,0.108060198542831,0.297493982242626,-0.104356909449965,0.0388538298127527
"ARG11",-0.328041018296818,1.47331281182065,-0.774146607247052,0.844933095811142,-0.325939846227541,0.490598619882271,-0.326657742866469,0.0588591664633789,0.0666154352622282
"RPS15",-0.696169619109848,-0.567246497483187,-1.30937541176888,-0.14992342322097,-0.494309194273699,-0.130500117261791,-0.605225257933886,-0.323260837431713,0.017058635828465
"RPP2B",-0.666587385033143,-0.650908732919968,-1.40093895689382,-0.315028701750434,-0.439033603591963,-0.299100542270251,-0.690814420424928,-0.608581991673995,-0.0238340307134058
"CAALFM_C304690CA",0.00998270815442125,-0.165777980655794,-0.167371310639163,-0.120806963506166,0.045925261860275,-0.0978139604713717,-0.0289558370876281,-0.0383372305253104,-0.0253707344329337
"CAALFM_C304700WA",-0.203050775155944,-0.0296291105391164,-0.348194411072227,-0.1534979671061,-0.266523100996553,-0.29920505215218,-0.297540429221251,-0.00959684946612416,-0.0470095943228256
"ARV1",-0.0314711419497374,0.0692599579555542,-0.314399302003709,0.134675316295561,-0.171141021427147,0.255542990362485,-0.00947128400323857,0.228556033023474,0.000635005566249093
"CAALFM_C304720CA",0.515705069203202,0.408013607407786,1.14339013090201,0.0137257343639384,0.592314953649512,0.0437947715505442,0.388216990586827,0.0423507035524606,-0.0406567343362825
"CAALFM_C304730CA",0.367989138188906,0.0319283293662521,0.486876168183903,-0.0436078114271569,0.232740068958124,0.0117957317963179,-0.0731687538541874,-0.371002670136024,-0.0023288729738473
"CAALFM_C304740CA",0.142448002201748,-0.213466027309642,0.265144575703179,-0.161230193329844,0.111817137342948,-0.0824641275160113,0.161222192957409,0.156872594510862,0.0660687797195888
"CAALFM_C304750WA",0.164474024864568,0.368609174476469,0.384753897360595,0.252717805958213,0.0130773155323437,0.305569035490679,0.182487403218716,0.449688509708056,0.214259842334927
"SEN1",-0.088069153035869,-0.0381050025746269,0.0361536757683431,0.137132611785855,-0.107193013657407,0.0030742091349694,-0.0830419393944882,-0.0964170233869923,0.029340752908205
"ZCF32",0.429349223402566,0.530791064275153,1.05235243601817,-0.0271779145318234,0.412905754439033,0.0957748471674008,0.37684341137726,0.00805921610290119,0.0188453601003584
"CAALFM_C304780CA",0.138539231392308,-0.235682719991719,-0.0327907812973426,-0.123008628921169,0.242542122337552,-0.202448231783003,0.077998547606316,-0.262203280089288,-0.0939974093758906
"CAALFM_C304790WA",0.638266962606443,0.223148189810242,1.01107165786363,0.82839915003071,0.764148096538555,0.540606825612873,0.739288056105295,0.409871771884696,0.0871211880789384
"CAALFM_C304800CA",0.198087814572739,-0.0708290718533736,0.870957883365719,0.0805822781340644,0.292222665186974,0.119454825045506,0.389085137913514,0.259859298154872,-0.0083632291251117
"CAALFM_C304810CA",-0.913041794939325,-0.955704480528554,-1.62272447214897,-0.588307313307208,-0.63137293191912,-0.461802006672448,-0.836548119831531,-0.613960637411873,-0.0180678387362177
"SEC7",-0.310576307351896,-0.415400136571307,-0.106676320191334,0.0649449188798083,0.0954148779108742,-0.0700888752078205,-0.107839683169677,-0.19036909267779,-0.0292476844002764
"FAS2",-0.462045251626242,-0.1826900797084,-0.707486929142129,0.562423178450966,-0.947812880224236,0.025704445468098,-0.904259521146579,-0.554700222019174,-0.0174731497075256
"CAALFM_C304840CA",0.709376115662613,2.49848247773297,3.59152651924957,0.203759258507512,3.2977433902676,0.0796802628615682,0.527795247992775,0.199494442590579,-0.0100962313623404
"tK(CUU)2",0.0213085905796896,0.120690841979226,-0.150132749117294,0.0129775413218924,-0.00642443200643743,0.0107156626758446,0.0339018664398454,-0.00390284604985408,-0.00348612680532719
"SFP1",-0.387342640566562,-0.109415210197541,-0.64503276346672,-0.322685726341103,-0.509562754265527,-0.209140620379357,-0.398795109585191,-0.17916632985177,-0.0253445522829519
"CAALFM_C304870WA",0.468026187678093,0.000511294137710213,-0.56392427005946,-0.122061712124411,0.0433732627105239,-0.0401266215955756,0.237735699497014,-0.015332916136324,-0.00287221852607316
"PIN3",1.0165081370209,0.98047464910481,1.31937085237681,0.408381926879505,0.91822648860322,0.292613731116302,0.847877423659988,0.0793052530095645,0.0112928096778423
"CDR2",0.868680667234813,1.02901270455965,0.908772674849574,0.760034584653962,0.276699498545132,0.745343016578793,0.955635153122451,1.20022722974619,0.381164727510812
"NOP14",-0.319879508591057,0.640778692024003,-1.39049853077913,0.318353439629105,-0.83853111814494,0.284103783625122,-0.370798080317773,0.162483437278796,0.0994866753744253
"NCE102",0.348715239599517,0.322624369759251,0.676721762054586,0.13429944359435,0.072636176971188,0.22190846455319,0.277059806832414,0.404840135793873,0.0260930336964154
"CAALFM_C304920CA",0.416901469469184,-0.0670257382339987,0.775040793732414,-0.0129435929615883,0.208467412054799,0.0508610201262455,0.396161118829251,0.113338347366226,-0.0312069981926878
"HGT4",0.585122417294905,0.215377392930863,1.41498006449643,-0.0229786304456704,0.191369970734417,-0.0894455355752028,0.622990171487416,0.70192703340956,-0.0307280378062309
"CAALFM_C304940WA",0.31092176554562,0.310581290647349,0.405101563387241,0.181839338743115,0.153190579258611,-0.0322068052676359,0.395025932431227,0.454015058387491,0.0588565209431147
"ARF2",-0.349175767384459,-0.483917859862101,-0.393888463569344,-0.168358081812772,-0.186103762868588,-0.143605347723519,-0.183959115814091,-0.232172253029961,-0.0396407015070518
"RPL35",-0.84865166553946,-0.731082546996359,-1.5856165255965,-0.416984644574593,-0.638243990070823,-0.312135344694118,-0.816402004581961,-0.730841556631984,-0.0375983735144563
"CAALFM_C304970CA",0.110213062084338,-0.550070699166885,0.403431207064496,-0.0915728286358347,0.145616846320547,-0.109080377007373,0.0921708373576877,-0.131522482026498,-0.0238867945136229
"FGR44",-0.356378685011118,-0.455342830770383,-0.385963184994242,-0.57259954099901,-0.306823798692772,-0.543888007651728,-0.495453182279839,-0.802020338560826,-0.19904288512733
"RDI1",0.741294521473715,0.282029211153602,0.886713793575268,0.350990922363642,0.820509822441535,0.384193508516931,0.730139578216081,0.167071454779247,-0.0743786471266724
"CAALFM_C305010CA",0.301773354191094,0.0399483885251684,0.494440858767979,0.338874176076078,0.333867644393086,0.332645064175338,0.313579445384556,0.330170969112973,0.234093901660925
