"","condition_FS3_vs_ctl"
"CAALFM_C105790WA",-1.14982296063157
"CAALFM_C105800CA",-0.0284679651200405
"GIM5",-0.0202097077058061
"RAD10",-0.162505190911853
"CAALFM_C105830WA",0.145607658453845
"PRN1",-0.207857081899575
"POL32",-0.338280714994019
"PRN2",0.463047513306162
"PRN3",0.431538489728865
"PRN4",-0.0399257354753604
"CAALFM_C105890WA",0.190054485532958
"CAALFM_C105900WA",0.310077281837066
"SIP5",0.629006699483528
"CAALFM_C105920WA",2.5746636362327
"CAALFM_C105930CA",0.729070362478669
"PHO87",-1.56574622007587
"CAALFM_C105950CA",-0.00273835167433737
"PGA45",-0.442111039285669
"CAALFM_C105970WA",1.58619511066756
"CAALFM_C105980WA",0.669033988036972
"CAALFM_C105990CA",-0.237628777134888
"CAALFM_C106000WA",1.10606061475065
"CHS7",0.249946126955455
"RGD1",0.0781184752181951
"CAALFM_C106030CA",-0.155787842712413
"RTT101",-0.0499287329312921
"CAALFM_C106050CA",-0.602903340977651
"ACP1",-0.684249528481968
"CAALFM_C106070WA",-1.46059518226721
"ARC35",-0.475767343246539
"CAALFM_C106090CA",0.193358381228524
"MSI3",-0.463712081096146
"NPL4",-0.345085696309199
"CAALFM_C106120CA",-1.27004722462434
"HAC1",2.51831538882169
"CAALFM_C106150WA",0.380764370793788
"CAALFM_C106160WA",0.987256208801617
"TLO34",0.561696036037805
"CAALFM_C106190CA",NA
"CAALFM_C106200WA",-0.150232697653626
"BUD16",-0.0923393637834013
"CAALFM_C106220CA",-0.028114547059804
"MDM34",0.176702991923978
"CAALFM_C106250WA",-0.276944581497362
"PGA50",-0.146931255735651
"CAALFM_C106270WA",0.347023442356407
"UME6",3.05077745548873
"CAALFM_C106300WA",-0.101279803488524
"CAALFM_C106310WA",-0.627595045860784
"CAALFM_C106320WA",0.466905570692821
"CAALFM_C106340WA",3.80075486500082
"CAALFM_C106350WA",-0.725254762206882
"CAALFM_C106360WA",0.293776108412426
"PBR1",1.60636108082493
"CAALFM_C106380CA",0.57489395456861
"CAALFM_C106390WA",-0.430187379386138
"CAALFM_C106400CA",-0.139097972964311
"CAALFM_C106410WA",0.151831960603747
"CAALFM_C106420CA",0.181790114079049
"CAALFM_C106430CA",0.327302444374058
"CAALFM_C106440CA",-0.272349907992446
"RPS14B",-0.477363073116618
"RPS22A",-0.288724315065439
"CAALFM_C106470WA",-0.94055420005163
"CAALFM_C106480CA",-0.298558893519415
"CAALFM_C106490CA",-0.64513026424358
"CAALFM_C106500WA",-0.306807878655582
"CAALFM_C106510CA",0.12728244722364
"BPH1",0.109490483950497
"CAALFM_C106530CA",0.00263816622556197
"CAALFM_C106540CA",0.272401696690088
"GLT1",0.888349111405013
"CAALFM_C106560WA",-0.130396803865878
"ANT1",-0.175296024821364
"RPS23A",-0.671795673384322
"CAALFM_C106590CA",-0.12627353576202
"CAALFM_C106600WA",0.040389331972795
"HAK1",0.208359707106964
"CAALFM_C106620CA",0.390667499735228
"CAALFM_C106630WA",-0.288017627761743
"CAALFM_C106640CA",-0.471628883464846
"CAALFM_C106650WA",-0.790223744581678
"CAALFM_C106660WA",2.15504355874688
"CAALFM_C106670WA",-0.771609346329814
"VPS34",0.409948618037099
"CYK3",0.109621581846206
"CAALFM_C106700WA",-0.748529262262893
"CAALFM_C106710WA",0.0550078169179473
"CAALFM_C106720CA",-0.703493950677901
"RAC1",0.375463300423191
"NOP6",0.154131716678432
"CAALFM_C106750WA",0.703737293030635
"CAALFM_C106760CA",0.42442881610093
"CAALFM_C106770WA",0.420833388758949
"NPR1",0.882053703849195
"MRPL19",-1.1604212632179
"CAALFM_C106800WA",0.21831990585168
"CAT1",-0.894657912322888
"CAALFM_C106820WA",-0.19486768830902
"CAALFM_C106830WA",0.0553169292975831
"CAALFM_C106840CA",-0.0169883056566629
"PCL7",-0.0449992078358305
"CAALFM_C106860WA",0.450259131651693
"CAALFM_C106870CA",1.30025978951772
"SPO22",-0.508667143014236
"CAALFM_C106890CA",-0.570183326203246
"MMD1",-0.270710028988861
"CAALFM_C106910CA",0.0888880375400582
"CAALFM_C106920CA",-0.151492411095014
"PGA63",-0.154527188876161
"ATC1",0.745077678957962
"tP(AGG)1",-0.143419402933916
"SUI2",-0.201251755368603
"CAALFM_C106970CA",0.12765402343868
"CAALFM_C106980CA",-0.258271977831968
"tL(UAA)4",0.0359548722900809
"MEF2",-0.665925211442246
"CAALFM_C107010WA",-0.849893027808204
"PUT3",-0.00478131254739181
"RBT4",1.02127554660401
"CAALFM_C107040CA",1.64328094511993
"CAALFM_C107050CA",0.534370647933924
"CAALFM_C107060CA",-0.246799044435482
"DHH1",-0.185993519382273
"CAALFM_C107080WA",0.518081267180406
"CAALFM_C107090CA",0.291694706730966
"CAALFM_C107100CA",0.105942968649229
"TAF145",-0.0583970411602222
"GAP4",0.306281081288471
"CAALFM_C107130CA",0.309840697179872
"RIA1",0.218535037265164
"CAALFM_C107150WA",0.847363750955553
"CAALFM_C107160CA",0.0383778852297373
"ZCF23",-0.633274052579974
"CCS1",0.084052096282902
"SOG2",-0.0380468533280333
"YMC1",-0.130114008585603
"CAALFM_C107210CA",-0.0771103647439694
"CAALFM_C107220WA",0.696251029965818
"PHO15",0.295555710827837
"YPD1",-0.606200010684757
"ALG9",0.210754254417479
"CAALFM_C107260CA",0.0744750566189978
"SEC34",-0.239207178613325
"CAALFM_C107280CA",-0.132926058801174
"tL(AAG)2",-1.61673423766661
"CAALFM_C107320WA",-0.646437194920383
"RME1",-1.81592971762443
"CAALFM_C107340WA",-0.11264699611222
"GPX3",0.0348210499598233
"CAALFM_C107360WA",-0.489855015469992
"CPH1",0.40036694985312
"KSP1",0.187858883523254
"CAALFM_C107390WA",-0.0437843703686783
"CAALFM_C107400CA",-0.811865691447701
"SKP1",-0.466304217395269
"PEX3",-0.202291343045367
"PHO100",4.42490921048275
"CAALFM_C107440WA",0.437819367102225
"CAALFM_C107450WA",-1.43380365161481
"GPI8",-0.347981534557075
"CAALFM_C107470CA",-0.480185984238996
"CAALFM_C107480CA",0.207497832540223
"CAALFM_C107490CA",-0.379196218424787
"LHP1",-0.26618795965902
"CAALFM_C107510WA",-0.211111190409472
"IST2",0.115584423241203
"CAALFM_C107530WA",-0.049511538835695
"BBC1",0.0705095353823773
"SWD2",-0.159747167895074
"CAALFM_C107560WA",0.363753570751088
"CAALFM_C107570CA",0.42398802178254
"PRY1",-0.380965560942829
"CAALFM_C107590CA",0.110752680141763
"ATP7",-1.04455791625103
"CAALFM_C107610CA",-0.749870020720124
"PIR32",-0.401065159639836
"CAALFM_C107630WA",-0.969472874080983
"CAALFM_C107640CA",0.17148317669631
"CAALFM_C107650WA",1.40576610877134
"CAALFM_C107660WA",0.475219532747632
"ZCF4",6.41396378236001
"HAP2",0.233710885409532
"CAALFM_C107690CA",-0.186267248513646
"VRG4",-0.260369257327782
"ADE4",0.178360381998158
"FGR6-3",0.378621393262911
"CAALFM_C107780WA",-0.169376803422189
"CAALFM_C107790CA",-0.0963829909084969
"MTO1",-0.0700968014966785
"CAALFM_C107810CA",0.0941644998364077
"CAALFM_C107820WA",-0.235512728202652
"CAALFM_C107830CA",-0.54185728288003
"CAALFM_C107840WA",-0.196250527082627
"CAALFM_C107850CA",-0.323872242521709
"CAALFM_C107860WA",-0.453462959713777
"SMI1",-0.0340582604143133
"GCS1",1.03703470181008
"ADE5%2C7",0.52488929550857
"COI1",1.40678926904768
"MRPL3",-0.81850593027474
"CAALFM_C107920WA",-1.20510888598051
"ERD1",-0.609428568841077
"CAALFM_C107940WA",-0.714432544202987
