"","condition_SL3_vs_ctl"
"CAALFM_C103690WA",-0.112443245548594
"tT(CGU)1",-0.147926167278597
"MSB1",0.194456871526949
"CAALFM_C103720CA",0.601537030731073
"MNS1",0.23873194787671
"WAR1",-0.0537623244143574
"CAALFM_C103750WA",-0.0442824930161787
"STR2",-0.444195897986422
"SKO1",-0.468292559024825
"HMG1",-0.261281264862724
"CAALFM_C103790CA",-0.549771274003418
"RPP1",-0.0956710907512011
"ELA1",-0.0954312353744187
"PDR16",-0.0212265526848215
"CAALFM_C103830CA",-0.33890720350462
"CAALFM_C103840WA",-0.545045341717917
"BNI4",0.229244698854711
"CAALFM_C103870CA",-0.111847311464811
"CAALFM_C103880CA",-0.0411821005715067
"CAALFM_C103890WA",-0.0118951185839277
"SEN15",-0.545670860683952
"CAALFM_C103910CA",0.118930820386912
"CAALFM_C103920CA",0.276735813006506
"CAALFM_C103930WA",-0.221380501953423
"CAALFM_C103940WA",-0.429462710863151
"CAALFM_C103950CA",0.0426713327796633
"CAALFM_C103960CA",-0.147800384195186
"SPC19",0.212150736165996
"CAALFM_C103990WA",-0.190493755991191
"KTR4",-0.307072908756453
"CAALFM_C104010CA",0.139148472019541
"CSH1",2.78497937494141
"CAALFM_C104030WA",-0.184225554917563
"CAALFM_C104040CA",-0.406953948715413
"MFALPHA",0.214089841426585
"IFI3",1.1851763113297
"BET4",-0.0959425220656353
"MAD2",-0.0430066689437133
"CAALFM_C104090CA",-0.195128478985343
"POR1",-0.0417305194822963
"CAALFM_C104110WA",-0.230317887613045
"CAALFM_C104120CA",-0.141855932304751
"ERB1",-0.239030202607872
"IFD6",0.307912735848656
"CAALFM_C104150CA",0.171456351637722
"CAALFM_C104160CA",0.367266979285578
"HTA2",-0.0743206166209318
"CAALFM_C104180WA",-0.0559133173656904
"CAALFM_C104190CA",0.187985425115157
"CAALFM_C104200CA",0.149876916548163
"CDC3",0.684354013520634
"CAALFM_C104220CA",0.0101951394879124
"CAALFM_C104230WA",0.0284131518230001
"HHF1",-0.0480088778907984
"HHT21",-0.0974530387206899
"CAALFM_C104270CA",0.438966143087733
"CAALFM_C104280CA",0.268247592591433
"ACS2",-0.412729555051611
"SSA2",-0.477696989700396
"GIG1",0.397228689411942
"GPM2",0.0978151933834879
"RPN4",0.48039472258478
"CAALFM_C104340CA",-0.205804577282979
"CAALFM_C104350CA",0.290753197969476
"CAALFM_C104360CA",-0.226930045653763
"CAALFM_C104370CA",-0.559226754335852
"SIT4",-0.31457536517739
"NOP4",-0.229857838711549
"APE2",-0.749358669877495
"ESS1",-0.245232762505784
"URA6",-0.42450091534693
"CAALFM_C104430CA",0.938100900709879
"CAALFM_C104440WA",NA
"FMA1",-1.23546319539528
"CAALFM_C104460CA",1.93652258173833
"CAALFM_C104470CA",0.412127101067944
"TUS1",0.768736171275341
"CAALFM_C104490WA",-0.223946460844618
"ICL1",0.262699593200971
"CAALFM_C104510WA",-0.115231067044386
"PHO85",0.146684807428762
"CAALFM_C104530CA",0.0776979180939636
"VPS16",0.254983706588421
"ELC1",-0.194596741775519
"CAALFM_C104560WA",0.350605287131039
"CHL4",0.259578739519416
"CAALFM_C104580CA",0.221970613696204
"CAALFM_C104590WA",0.469905819631024
"CAALFM_C104600CA",-0.750884457297832
"ATP1",-0.502625300047474
"CAALFM_C104620WA",0.245187289652639
"CAALFM_C104630CA",0.313445084013361
"CAALFM_C104640WA",0.20000034303014
"DUR3",-0.0656181310453752
"DUR1%2C2",0.0667352661792339
"HAT1",0.0314691238397909
"PIL1",0.583176948074141
"CAALFM_C104690CA",0.289660081296581
"CAALFM_C104700CA",1.45785496382788
"CAALFM_C104710CA",-0.323476260345452
"CAALFM_C104720WA",0.151246803564615
"LYS21",-0.215963046521809
"LPG20",0.358029166917511
"IFE1",0.780888562556074
"SYG1",0.121860010504119
"ERG3",-0.102662939138977
"CAALFM_C104780CA",0.129942329511837
"CAALFM_C104790WA",-0.191626505634757
"CAALFM_C104800CA",1.51378229407565
"TCO89",0.0853691996460361
"CAALFM_C104820CA",-0.6316274778809
"SEC21",-0.0297289130537689
"CAALFM_C104840CA",-0.148856152163983
"CAALFM_C104850CA",-0.0371738047869516
"CAALFM_C104860WA",0.219139432265751
"SAP7",-1.02936279231124
"MRPL37",-0.531757128042703
"YBN5",-0.768391746334835
"MNN15",0.29953734906866
"CAALFM_C104910CA",-0.262955052878955
"CAALFM_C104930CA",1.79424873307558
"CAALFM_C104940CA",2.93801346646727
"RPM2",-0.0560331581060233
"CAALFM_C104960CA",-0.0355538589907188
"CAALFM_C104970WA",-0.591140598866472
"CAALFM_C104980CA",-0.0320656789406239
"CAALFM_C104990CA",-0.0828774391570148
"RHD1",-3.5160448351259
"CAALFM_C105010CA",-0.187849699700438
"ARG2",-0.254982602115308
"PSF2",0.0921629666578932
"RRP6",-0.242751409517145
"REI1",-0.273812417970898
"GPI7",0.245208230584021
"GPT1",0.367729751286667
"TRY2",-0.170259944318248
"CAALFM_C105100WA",0.324318325862465
"ARO4",-0.905448743987288
"CAALFM_C105120WA",0.518770101040601
"BRG1",3.45407938349834
"CAALFM_C105150CA",1.1700958093864
"CAALFM_C105160CA",1.84853029702869
"CUE5",0.254727977177713
"CAALFM_C105180CA",-0.288791559135182
"CAALFM_C105190CA",-0.623891250428293
"CAALFM_C105200CA",0.411571059977886
"CAALFM_C105210CA",-0.495992894959807
"CAALFM_C105220CA",-0.0378086092059511
"CAALFM_C105230WA",-0.926427862259733
"RPT1",-0.0642123407615364
"CAALFM_C105250WA",NA
"SDH1",-0.170664726828994
"CAALFM_C105270CA",-0.387078028171906
"CAALFM_C105280WA",0.0665773362906861
"GRS1",-0.60780235479948
"PRD1",1.16890174414086
"tP(UGG)1",-0.00171365530747771
"CAALFM_C105320CA",0.443974424223072
"CAALFM_C105330CA",-0.136775874977993
"ZCF2",0.056798910197476
"YPT53",0.147454252814693
"CAALFM_C105360CA",-0.16029983994491
"CAALFM_C105370CA",1.11485382592846
"CAALFM_C105380CA",0.0231652241915232
"CAALFM_C105390CA",-0.179652491515954
"CAALFM_C105400CA",0.241796837086581
"TRP99",0.265771350378237
"CAALFM_C105420WA",-0.311723316546159
"SPT20",-0.0925066293319414
"CAALFM_C105440CA",0.411336244607492
"CAALFM_C105450WA",NA
"KOG1",0.261287020095597
"MTM1",-0.239035661292797
"CAALFM_C105480CA",-0.0664985365767993
"CAALFM_C105490CA",-0.0938322838384635
"RSM22",-0.33905692848356
"RPS27A",0.301582672489574
"CAALFM_C105520WA",1.16478665609777
"SSH1",-0.313302696222769
"CAALFM_C105540CA",0.179927373424841
"CAALFM_C105550CA",0.155557822376494
"RIB4",0.00783843498628391
"tN(GUU)2",-0.00367561359962835
"tN(GUU)1",-0.272843965621214
"tT(AGU)1",0.019554703463313
"GSL1",0.323624519024949
"CAALFM_C105610WA",-0.0347042586272738
"STE3",-0.308925544756815
"CAALFM_C105630CA",-0.423125523765912
"FAL1",-0.237447753043712
"CAALFM_C105650WA",-0.074437520672845
"CAALFM_C105660CA",-0.248009882487062
"CAALFM_C105670WA",-0.00502088065960917
"RIM1",-0.222622807605347
"CAALFM_C105690CA",-0.0899451799662829
"AUT7",0.399204311652413
